aa	ɑː
kivenhakkaaja	kiʋe̞nhɑkːɑːjɑ
kivenhioja	kiʋe̞nhio̞jɑ
kivenjalostus	kiʋe̞njɑlo̞s̠t̪us̠
kivenjärkäle	kiʋe̞njærkæle̞ʔ
kivenkolo	kiʋe̞nko̞lo̞
kivenkova	kiʋe̞nko̞ʋɑ
kivenlouhinta	kiʋe̞nlo̞u̯ɦin̪t̪ɑ
kivenmukura	kiʋe̞nmukurɑ
kivenmurikka	kiʋe̞nmurikːɑ
kivenmuru	kiʋe̞nmuru
kivenmurunen	kiʋe̞nmurune̞n
kivenmöhkäle	kiʋe̞nmø̞hkæle̞ʔ
kivennäismaa	kiʋe̞nːæi̯s̠mɑː
kivennäismaalaji	kiʋe̞nːæi̯s̠mɑːlɑji
kivennäisravinne	kiʋe̞nːæi̯s̠rɑʋinːe̞ʔ
kivennäissuola	kiʋe̞nːæi̯s̠s̠uo̞̯lɑ
kivensiru	kiʋe̞ns̠iru
kiverästi	kiʋe̞ræs̠t̪iʔ
kivettymä	kiʋe̞t̪t̪ymæ
kivi	kiʋi
kiviaine	kiʋiɑi̯ne̞ʔ
kiviarkku	kiʋiɑrkːu
kiviase	kiʋiɑs̠e̞ʔ
kiviastia	kiʋiɑs̠t̪iɑ
kivibetoni	kiʋibe̞t̪o̞ni
kivierämaa	kiʋie̞ræmɑː
kiviesine	kiʋie̞s̠ine̞ʔ
kivihakku	kiʋihɑkːu
kivihedelmä	kiʋihe̞de̞lmæ
kivihiilikenttä	kiʋihiːlike̞n̪t̪ːæ
kivihiilivoimala	kiʋihiːliʋo̞i̯mɑlɑ
kivihiomo	kiʋihio̞mo̞
kivijalkakauppa	kiʋijɑlkɑkɑu̯pːɑ
kivijalkaliike	kiʋijɑlkɑliːke̞ʔ
kivijalkapaita	kiʋijɑlkɑpɑi̯t̪ɑ
kivijalusta	kiʋijɑlus̠t̪ɑ
kivijata	kiʋijɑt̪ɑ
kivijärveläinen	kiʋijærʋe̞læi̯ne̞n
kivijärvi	kiʋijærʋi
kivikasarmi	kiʋikɑs̠ɑrmi
kivikasvo	kiʋikɑs̠ʋo̞
kivikasvoinen	kiʋikɑs̠ʋo̞i̯ne̞n
kivikatu	kiʋikɑt̪u
kivikehä	kiʋike̞ɦæ
kivikirjoitus	kiʋikirjo̞i̯t̪us̠
kivikkoranta	kiʋikːo̞rɑn̪t̪ɑ
kivikkoryhmä	kiʋikːo̞ryçmæ
kivikukka	kiʋikukːɑ
kivikylä	kiʋikylæ
kivilaatta	kiʋilɑːt̪ːɑ
kivilaituri	kiʋilɑi̯t̪uri
kivilatomus	kiʋilɑt̪o̞mus̠
kivimineraali	kiʋimine̞rɑːli
kivimurska	kiʋimurs̠kɑ
kivimurskaamo	kiʋimurs̠kɑːmo̞
kivimäki	kiʋimæki
kivimöhkäle	kiʋimø̞hkæle̞ʔ
kivinavetta	kiʋinɑʋe̞t̪ːɑ
kivinen	kiʋine̞n
kivipainanta	kiʋipɑi̯nɑn̪t̪ɑ
kivipainate	kiʋipɑi̯nɑt̪e̞ʔ
kivipainokuva	kiʋipɑi̯no̞kuʋɑ
kivipalatsi	kiʋipɑlɑts̠i
kivipari	kiʋipɑri
kivipatsas	kiʋipɑts̠ɑs̠
kivipelto	kiʋipe̞lt̪o̞
kiviperusta	kiʋipe̞rus̠t̪ɑ
kiviperustus	kiʋipe̞rus̠t̪us̠
kiviperäinen	kiʋipe̞ræi̯ne̞n
kivipestä	kiʋipe̞s̠t̪æʔ
kivipesu	kiʋipe̞s̠u
kivipilari	kiʋipilɑri
kivipora	kiʋipo̞rɑ
kivipuuteri	kiʋipuːt̪e̞ri
kivipylväs	kiʋipylʋæs̠
kivipyykki	kiʋipyːkːi
kivipäällyste	kiʋipæːlːys̠t̪e̞ʔ
kivipöly	kiʋipø̞ly
kivipöytä	kiʋipø̞y̯t̪æ
kivirae	kiʋirɑe̞ʔ
kivirakenne	kiʋirɑke̞nːe̞ʔ
kivirakennus	kiʋirɑke̞nːus̠
kivirakka	kiʋirɑkːɑ
kivirapu	kiʋirɑpu
kiviraunio	kiʋirɑu̯nio̞
kivireki	kiʋire̞ki
kiviriippa	kiʋiriːpːɑ
kivirikko	kiʋirikːo̞
kiviruukku	kiʋiruːkːu
kiviruuti	kiʋiruːt̪i
kiviröykkiö	kiʋirø̞y̯kːiø̞
kivisaha	kiʋis̠ɑɦɑ
kivisammal	kiʋis̠ɑmːɑl
kiviseinä	kiʋis̠e̞i̯næ
kiviseita	kiʋis̠e̞i̯t̪ɑ
kiviseppä	kiʋis̠e̞pːæ
kivisilta	kiʋis̠ilt̪ɑ
kivisormus	kiʋis̠o̞rmus̠
kivisuola	kiʋis̠uo̞̯lɑ
kivitaide	kiʋit̪ɑi̯de̞ʔ
kivitalo	kiʋit̪ɑlo̞
kivitaltta	kiʋit̪ɑlt̪ːɑ
kivitarha	kiʋit̪ɑrhɑ
kivitavara	kiʋit̪ɑʋɑrɑ
kiviteollisuus	kiʋit̪e̞o̞llis̠uːs̠
kiviteos	kiʋit̪e̞o̞s̠
kivitiili	kiʋit̪iːli
kivityö	kiʋit̪yø̞̯
kivityökalu	kiʋit̪yø̞̯kɑlu
kivityöläinen	kiʋit̪yø̞̯læi̯ne̞n
kivivati	kiʋiʋɑt̪i
kiviveistos	kiʋiʋe̞i̯s̠t̪o̞s̠
kiviveistämö	kiʋiʋe̞i̯s̠t̪æmø̞
kiviyrtti	kiʋiyrt̪ːi
kivuliaasti	kiʋuliɑːs̠t̪iʔ
kivulias	kiʋuliɑs̠
kivuttomasti	kiʋut̪ːo̞mɑs̠t̪iʔ
kivääri	kiʋæːri
kivääriryhmä	kiʋæːriryçmæ
kiväärituli	kiʋæːrit̪uli
kiwano	kiʋɑno̞
klaava	klɑːʋɑ
klaavi	klɑːʋi
kladistiikka	klɑdis̠t̪iːkːɑ
klasti	klɑs̠t̪i
klastinen	klɑs̠t̪ine̞n
klaustrofobia	klɑu̯s̠t̪ro̞fo̞biɑ
kledju	kle̞dju
klementiini	kle̞me̞nt̪iːni
klemmari	kle̞mːɑri
kleptoparasitismi	kle̞pt̪o̞pɑrɑs̠it̪is̠mi
kliffa	klifːɑ
kliitti	kliːt̪ːi
klinopyrokseeni	klino̞pyro̞ks̠e̞ːni
klinozoisiitti	klino̞ts̠o̞i̯s̠iːt̪ːi
klintti	klin̪t̪ːi
klooninen	klo̞ːnine̞n
kloritoidi	klo̞rit̪o̞i̯di
klorogeenihappo	klo̞ro̞ɡe̞ːnihɑpːo̞
kloroosi	klo̞ro̞ːs̠i
klotoidi	klo̞t̪o̞i̯di
klusterianalyysi	klus̠t̪e̞riɑnɑlyːs̠i
klystroni	klys̠t̪ro̞ni
knalli	knɑlːi
knoppi	kno̞pːi
knoppologia	kno̞pːo̞lo̞ɡiɑ
kobra	ko̞ːbrɑ
kobra	ko̞brɑ
kodanpohja	ko̞dɑnpo̞xjɑ
kodikologia	ko̞diko̞lo̞ɡiɑ
kodinelektroniikka	ko̞dine̞le̞kt̪ro̞niːkːɑ
kodintekstiili	ko̞dint̪e̞ks̠t̪iːli
koe	ko̞e̞ʔ
koeala	ko̞e̞ʔɑlɑ
koeateria	ko̞e̞ʔɑt̪e̞riɑ
koekaivaus	ko̞e̞kkɑi̯ʋɑu̯s̠
koekeittiö	ko̞e̞kke̞i̯t̪ːiø̞
koekuopitus	ko̞e̞kkuo̞̯pit̪us̠
koekuvaus	ko̞e̞kkuʋɑu̯s̠
koeputkiteline	ko̞e̞pput̪kit̪e̞line̞ʔ
koeryhmä	ko̞e̞rryçmæ
koetehdas	ko̞e̞t̪t̪e̞hdɑs̠
koetella	koetelːɑʔ
koettaa	ko̞e̞t̪ːɑːʔ
koetteeksi	ko̞e̞t̪t̪e̞ːks̠i
koetteella	ko̞e̞t̪t̪e̞ːlːɑ
koetteelle	ko̞e̞t̪t̪e̞ːlːe̞ʔ
koetteilla	ko̞e̞t̪t̪e̞i̯lːɑ
koetteille	ko̞e̞t̪t̪e̞i̯lːe̞
koevedos	ko̞e̞ʋʋe̞do̞s̠
kofeiiniton	ko̞fe̞iːnit̪o̞n
kofunktio	ko̞fuŋkt̪io̞
kognitiotiede	ko̞ŋnit̪io̞t̪ie̞̯de̞ʔ
kognitiotiede	ko̞ɡnit̪io̞t̪ie̞̯de̞ʔ
kognitivismi	ko̞ɡnit̪iʋis̠mi
kohdakkain	ko̞xdɑkːɑi̯n
kohdakkoin	ko̞xdɑkːo̞i̯n
kohdata	ko̞xdɑt̪ɑʔ
kohdatusten	ko̞xdɑt̪us̠t̪e̞n
kohdealue	ko̞xde̞ʔɑlue̞ʔ
kohdella	ko̞xde̞lːɑʔ
kohdemaa	ko̞xde̞mmɑː
kohdentuminen	ko̞xde̞n̪t̪umine̞n
kohdepoisto	ko̞xde̞ppo̞i̯s̠t̪o̞
kohdistuspiste	ko̞xdis̠t̪us̠pis̠t̪e̞ʔ
kohdittain	ko̞xdit̪ːɑi̯n
kohdunkaula	ko̞xdunkɑu̯lɑ
kohdunkaulasyöpä	ko̞xdunkɑu̯lɑs̠yø̞̯pæ
koheesiomaa	ko̞ɦe̞ːs̠io̞mɑː
koheesiomaalaji	ko̞ɦe̞ːs̠io̞mɑːlɑji
kohelo	ko̞ɦe̞lo̞
kohennella	ko̞ɦe̞nne̞lːɑʔ
kohentaminen	ko̞ɦe̞n̪t̪ɑmine̞n
koherenssipituus	ko̞ɦe̞re̞ns̠ːipit̪uːs̠
kohina	koɦinɑ
kohmeinen	ko̞xme̞i̯ne̞n
kohoilla	ko̞ɦo̞i̯lːɑʔ
kohokasvuoka	ko̞ɦo̞kɑs̠ʋuo̞̯kɑ
kohokuvioida	ko̞ɦo̞kuʋio̞i̯dɑʔ
koholeima	ko̞ɦo̞le̞i̯mɑ
kohollaan	ko̞ɦo̞lːɑːn
koholle	ko̞ɦo̞lːe̞ʔ
koholleen	ko̞ɦo̞lːe̞ːn
kohopainanta	ko̞ɦo̞pɑi̯nɑn̪t̪ɑ
kohopainokone	ko̞ɦo̞pɑi̯no̞ko̞ne̞ʔ
kohopallo	ko̞ɦo̞pɑlːo̞
kohota	ko̞ɦo̞t̪ɑʔ
kohotahti	ko̞ɦo̞t̪ɑxt̪i
kohovalikko	ko̞ɦo̞ʋɑlikːo̞
kohta	ko̞xt̪ɑ
kohtalo	ko̞xt̪ɑlo̞
kohtalontie	ko̞xt̪ɑlo̞nt̪ie̞̯
kohtapuoliin	ko̞xt̪ɑpuo̞̯liːn
kohtapuolin	ko̞xt̪ɑpuo̞̯lin
kohtauksittain	ko̞xt̪ɑu̯ks̠it̪ːɑi̯n
kohtauksittainen	ko̞xt̪ɑu̯ks̠it̪ːɑi̯ne̞n
kohtauksittaisesti	ko̞xt̪ɑu̯ks̠it̪ːɑi̯s̠e̞s̠t̪iʔ
kohti	ko̞xt̪iʔ
kohtu	ko̞xt̪u
kohtutulehdus	ko̞xt̪ut̪ule̞hdus̠
kohtuu	ko̞xt̪uː
kohtuuhinta	ko̞xt̪uːhin̪t̪ɑ
kohtuuhintainen	ko̞xt̪uːhin̪t̪ɑi̯ne̞n
kohtuuttomasti	ko̞xt̪uːt̪ːo̞mɑs̠t̪iʔ
kohu	kohu
koi	ko̞i̯
koillinen	ko̞i̯lːine̞n
koillismyrsky	ko̞i̯lːis̠myrs̠ky
koillispasaati	ko̞i̯lːis̠pɑs̠ɑːt̪i
koillisväylä	ko̞i̯lːis̠ʋæy̯læ
koipussi	ko̞i̯pus̠ːi
koira	ko̞i̯rɑ
koira	ko̞i̯rɑ
koiraemo	ko̞i̯rɑe̞mo̞
koirahyökkäys	ko̞i̯rɑhyø̞̯kːæy̯s̠
koirakilpailu	ko̞i̯rɑkilpɑi̯lu
koiramainen	ko̞i̯rɑmɑi̯ne̞n
koiranhaukunta	ko̞i̯rɑnhɑu̯kun̪t̪ɑ
koiranheinä	ko̞i̯rɑnhe̞i̯næ
koiranilma	ko̞i̯rɑnilmɑ
koirankarva	ko̞i̯rɑnkɑrʋɑ
koirankasvattaja	ko̞i̯rɑnkɑs̠ʋɑt̪t̪ɑjɑ
koirankeksi	ko̞i̯rɑnke̞ks̠i
koirankuje	ko̞i̯rɑnkuje̞ʔ
koirankuri	ko̞i̯rɑnkuri
koiranköynnös	ko̞i̯rɑnkø̞y̯nːø̞s̠
koiranpenikka	ko̞i̯rɑnpe̞nikːɑ
koiranpentu	koirɑnpentu
koiranpommi	ko̞i̯rɑnpo̞mːi
koiranuni	ko̞i̯rɑnuni
koiranvirka	ko̞i̯rɑnʋirkɑ
koiranäyttely	ko̞i̯rɑnæy̯t̪ːe̞ly
koirapoliisi	ko̞i̯rɑpo̞liːs̠i
koiras	ko̞i̯rɑs̠
koirashios	ko̞i̯rɑs̠hio̞s̠
koiratappelu	ko̞i̯rɑt̪ɑpːe̞lu
koiratarha	ko̞i̯rɑt̪ɑrhɑ
koiraurheilu	ko̞i̯rɑurhe̞i̯lu
koiruus	ko̞i̯ruːs̠
koisi	ko̞isi
koisi	ko̞isiˣ
koittaa	ko̞i̯t̪ːɑːʔ
koittana	ko̞i̯t̪ːɑnɑ
koitua	koituɑʔ
koitus	ko̞i̯t̪us̠
koivuvyöhyke	ko̞i̯ʋuʋyø̞̯ɦyke̞ʔ
koje	ko̞je̞
kokata	ko̞kɑt̪ɑʔ
kokea	ko̞ke̞ɑʔ
kokeellinen	kokeːlːinen
kokeellisesti	ko̞ke̞ːlːis̠e̞s̠t̪iʔ
kokeileminen	ko̞ke̞i̯le̞mine̞n
kokeilla	ko̞ke̞i̯lːɑʔ
kokeilujakso	ko̞ke̞i̯lujɑks̠o̞
kokeminen	ko̞ke̞mine̞n
kokemusmaailma	ko̞ke̞mus̠mɑːilmɑ
kokemäenjoki	ko̞ke̞mæe̞njo̞ki
kokemäkeläinen	ko̞ke̞mæke̞læi̯ne̞n
kokemäki	ko̞ke̞mæki
kokillivalu	ko̞kilːiʋɑlu
kokis	ko̞kis̠
kokka	ko̞kːɑ
kokkaaminen	ko̞kːɑːmine̞n
kokkailla	ko̞kːɑi̯lːɑʔ
kokkarit	ko̞kːɑrit̪
kokkaus	ko̞kːɑu̯s̠
kokki	ko̞kːi
kokko	ko̞kːo̞
kokkola	ko̞kːo̞lɑ
kokkolalainen	ko̞kːo̞lɑlɑi̯ne̞n
kokkonen	ko̞kːo̞ne̞n
kokkonen	ko̞kːo̞ne̞n
kokkotuli	ko̞kːo̞t̪uli
koko	ko̞ko̞
kokoaminen	ko̞ko̞ɑmine̞n
kokoamiskone	ko̞ko̞ɑmis̠ko̞ne̞ʔ
kokoelmaluettelo	ko̞ko̞e̞lmɑlue̞t̪t̪e̞lo̞
kokoelmatunnus	ko̞ko̞e̞lmɑt̪unːus̠
kokoerottelu	ko̞ko̞e̞ro̞t̪t̪e̞lu
kokoilta	ko̞ko̞ilt̪ɑ
kokolainausmerkki	ko̞ko̞lɑi̯nɑu̯s̠me̞rkːi
kokolattiamatto	ko̞ko̞lɑt̪ːiɑmɑt̪ːo̞
kokoliha	ko̞ko̞liɦɑ
kokolihapihvi	ko̞ko̞liɦɑpiçʋi
kokonainen	ko̞ko̞nɑi̯ne̞n
kokonaisalue	ko̞ko̞nɑi̯s̠ɑlue̞ʔ
kokonaisarvo	ko̞ko̞nɑi̯s̠ɑrʋo̞
kokonaisenergia	ko̞ko̞nɑi̯s̠e̞ne̞rɡiɑ
kokonaisennuste	ko̞ko̞nɑi̯s̠e̞nːus̠t̪e̞ʔ
kokonaisharkinta	ko̞ko̞nɑi̯s̠hɑrkin̪t̪ɑ
kokonaisheijastua	ko̞ko̞nɑi̯s̠he̞i̯jɑs̠t̪uɑʔ
kokonaisheijastuminen	ko̞ko̞nɑi̯s̠he̞i̯jɑs̠t̪umine̞n
kokonaisheijastus	ko̞ko̞nɑi̯s̠he̞i̯jɑs̠t̪us̠
kokonaiskapasiteetti	ko̞ko̞nɑi̯s̠kɑpɑs̠it̪e̞ːt̪ːi
kokonaiskorkeus	ko̞ko̞nɑi̯s̠ko̞rke̞u̯s̠
kokonaiskustannukset	ko̞ko̞nɑi̯s̠kus̠t̪ɑnnuks̠e̞t̪
kokonaisleveys	ko̞ko̞nɑi̯s̠le̞ʋe̞y̯s̠
kokonaismassa	ko̞ko̞nɑi̯s̠mɑs̠ːɑ
kokonaismenot	ko̞ko̞nɑi̯s̠me̞no̞t̪
kokonaisopiskelijamäärä	ko̞ko̞nɑi̯s̠o̞pis̠ke̞lijɑmæːræ
kokonaispisteet	ko̞ko̞nɑi̯s̠pis̠t̪e̞ːt̪
kokonaispituus	ko̞ko̞nɑi̯s̠pit̪uːs̠
kokonaisreaktio	ko̞ko̞nɑi̯s̠re̞ɑkt̪io̞
kokonaissuunnitelma	ko̞ko̞nɑi̯s̠s̠uːnːit̪e̞lmɑ
kokonaistuotto	ko̞ko̞nɑi̯s̠t̪uo̞̯t̪ːo̞
kokonaisvaltainen	kokonɑisvɑltɑinen
kokonaisvaltaisesti	ko̞ko̞nɑi̯s̠ʋɑlt̪ɑi̯s̠e̞s̠t̪iʔ
kokonaisyksikkökustannukset	ko̞ko̞nɑi̯s̠yks̠ikːø̞kus̠t̪ɑnnuks̠e̞t̪
kokonki	ko̞ko̞ŋki
kokoojatie	ko̞ko̞ːjɑt̪ie̞̯
kokoomateos	ko̞ko̞ːmɑt̪e̞o̞s̠
kokoonpanna	ko̞ko̞ːnpɑnːɑʔ
kokoonpanoaika	ko̞ko̞ːnpɑno̞ɑi̯kɑ
kokoonpanotyö	ko̞ko̞ːnpɑno̞t̪yø̞̯
kokoontumisvapaus	ko̞ko̞ːn̪t̪umis̠ʋɑpɑu̯s̠
kokoparta	ko̞ko̞pɑrt̪ɑ
kokoperunat	ko̞ko̞pe̞runɑt̪
kokopäivätyö	ko̞ko̞pæi̯ʋæt̪yø̞̯
kokopäästösuodatin	ko̞ko̞pæːs̠t̪ø̞s̠uo̞̯dɑt̪in
kokoruututila	ko̞ko̞ruːt̪ut̪ilɑ
kokosivu	ko̞ko̞s̠iʋu
kokosummain	ko̞ko̞s̠umːɑi̯n
kokosävelaskel	ko̞ko̞s̠æʋe̞lɑs̠ke̞l
kokotekstitietokanta	ko̞ko̞t̪e̞ks̠t̪it̪ie̞̯t̪o̞kɑn̪t̪ɑ
kokouskutsu	ko̞ko̞u̯s̠kuts̠u
kokoustila	ko̞ko̞u̯s̠t̪ilɑ
kokousväki	ko̞ko̞u̯s̠ʋæki
kokoveri	ko̞ko̞ʋe̞ri
koksiuuni	ko̞ks̠iuːni
kola	ko̞lɑ
kolahdella	ko̞lɑhde̞lːɑʔ
kolahtaa	ko̞lɑxt̪ɑːˣ
kolajuoma	ko̞lɑjuo̞̯mɑ
kolangiitti	ko̞lɑnɡiːt̪ːi
kolari	ko̞lɑri
kolariauto	ko̞lɑriɑu̯t̪o̞
kolarilainen	ko̞lɑrilɑi̯ne̞n
kolarisuma	ko̞lɑris̠umɑ
koleasti	ko̞le̞ɑs̠t̪iʔ
kolehtivarat	ko̞le̞ht̪iʋɑrɑt̪
kolekalsiferoli	ko̞le̞kɑls̠ife̞ro̞li
kolesteroli	ko̞le̞s̠t̪e̞ro̞li
kolesteroliarvo	ko̞le̞s̠t̪e̞ro̞liɑrʋo̞
kolesterolilääke	ko̞le̞s̠t̪e̞ro̞lilæːke̞ʔ
kolesteroliton	ko̞le̞s̠t̪e̞ro̞lit̪o̞n
kolhiintuma	ko̞lhiːnt̪umɑ
koliini	ko̞liːni
kolistella	ko̞lis̠t̪e̞lːɑʔ
kolkkakalastus	ko̞lkːɑkɑlɑs̠t̪us̠
kolkosti	ko̞lko̞s̠t̪iʔ
kolkuttaa	ko̞lkut̪ːɑːˣ
kollaatio	ko̞lːɑːt̪io̞
kollegiaalinen	ko̞lːe̞ɡiɑːline̞n
kollektiivitalous	ko̞lːe̞kt̪iːʋit̪ɑlo̞u̯s̠
kolli	ko̞lːi
kolligatiivinen	ko̞lːiɡɑt̪iːʋine̞n
kollikissa	ko̞lːikis̠ːɑ
kollineaarinen	ko̞lːine̞ɑːrine̞n
kollineaarisuus	ko̞lːine̞ɑːris̠uːs̠
kolme	ko̞lme̞
kolmekulmainen	ko̞lme̞kulmɑi̯ne̞n
kolmesataa	kolmesɑtɑː
kolmetoista	ko̞lme̞t̪o̞i̯s̠t̪ɑ
kolmetoista	ko̞lme̞t̪t̪o̞i̯s̠t̪ɑ
kolmeulotteinen	ko̞lme̞ulo̞t̪t̪e̞i̯ne̞n
kolmikaulakolvi	ko̞lmikɑu̯lɑko̞lʋi
kolmilehti	ko̞lmile̞ht̪i
kolmiloikka	ko̞lmilo̞ikːɑ
kolmio	ko̞lmio̞
kolmio	ko̞lmio̞
kolmiokytkentä	ko̞lmio̞kyt̪ke̞n̪t̪æ
kolmioleipä	ko̞lmio̞le̞i̯pæ
kolmioluku	ko̞lmio̞luku
kolmioluu	ko̞lmio̞luː
kolmiomatriisi	ko̞lmio̞mɑt̪riːs̠i
kolmiottelija	ko̞lmio̞t̪ːe̞lijɑ
kolmitulo	ko̞lmit̪ulo̞
kolmivaihekilowattituntimittari	ko̞lmiʋɑi̯ɦe̞kkilo̞ʋɑt̪ːit̪un̪t̪imit̪ːɑri
kolmoissidos	ko̞lmo̞i̯s̠s̠ido̞s̠
kolmoistuotanto	ko̞lmo̞i̯s̠t̪uo̞̯t̪ɑn̪t̪o̞
kolmoistutkinto	ko̞lmo̞i̯s̠t̪ut̪kin̪t̪o̞
kolomarauta	ko̞lo̞mɑrɑu̯t̪ɑ
kolonoskopia	ko̞lo̞no̞s̠ko̞piɑ
koloradokuoriainen	ko̞lo̞rɑdo̞kuo̞̯riɑi̯ne̞n
kolorauta	ko̞lo̞rɑu̯t̪ɑ
kolorimetri	ko̞lo̞rime̞t̪ri
kolorimetria	ko̞lo̞rime̞t̪riɑ
kolorismi	ko̞lo̞ris̠mi
kolpakko	ko̞lpɑkːo̞
kolpakkostrategi	ko̞lpɑkːo̞s̠t̪rɑt̪e̞ɡi
kolpakot	ko̞lpɑko̞t̪
kolpitsa	ko̞lpits̠ɑ
koltaani	ko̞lt̪ɑːni
kolumbiitti	ko̞lumbiːt̪ːi
kolvi	kolʋi
komatiitti	ko̞mɑt̪iːt̪ːi
kombinatoriaalinen	ko̞mbinɑt̪o̞riɑːline̞n
komeetta	ko̞me̞ːt̪ːɑ
komennuskunta	ko̞me̞nːus̠kun̪t̪ɑ
komennusraha	ko̞me̞nːus̠rɑɦɑ
komento	ko̞me̞n̪t̪o̞
komentoalus	ko̞me̞n̪t̪o̞ɑlus̠
komentojono	ko̞me̞n̪t̪o̞jo̞no̞
komentopainike	ko̞me̞n̪t̪o̞pɑi̯nike̞ʔ
komentotalous	ko̞me̞n̪t̪o̞t̪ɑlo̞u̯s̠
komentotie	ko̞me̞n̪t̪o̞t̪ie̞̯
komentotiedosto	ko̞me̞n̪t̪o̞t̪ie̞̯do̞s̠t̪o̞
komitea	ko̞mit̪e̞ɑ
komma	ko̞mːɑ
kommandojoukot	ko̞mːɑndo̞jo̞u̯ko̞t̪
kommandoryhmä	ko̞mːɑndo̞ryçmæ
kommentaari	ko̞mːe̞nt̪ɑːri
kommitti	ko̞mːit̪ːi
kommunikaatiokanava	ko̞mːunikɑːt̪io̞kɑnɑʋɑ
kommunikointikykyinen	ko̞mːuniko̞i̯n̪t̪ikykyi̯ne̞n
kommunikointimenetelmä	ko̞mːuniko̞i̯n̪t̪ime̞ne̞t̪e̞lmæ
kommutointi	ko̞mːut̪o̞i̯n̪t̪i
komorbiditeetti	ko̞mo̞rbidit̪e̞ːt̪ːi
komparaattori	ko̞mpɑrɑːt̪ːo̞ri
komparatiivinen	ko̞mpɑrɑt̪iːʋine̞n
kompassi	ko̞mpɑs̠ːi
kompastella	ko̞mpɑs̠t̪e̞lːɑʔ
kompensatorinen	ko̞mpe̞ns̠ɑt̪o̞rine̞n
kompetentti	ko̞mpe̞t̪e̞n̪t̪ːi
kompiloida	ko̞mpilo̞i̯dɑʔ
kompleksiarvo	ko̞mple̞ks̠iɑrʋo̞
kompleksiarvoinen	ko̞mple̞ks̠iɑrʋo̞i̯ne̞n
kompleksimonot	ko̞mple̞ks̠imo̞no̞t̪
kompleksiyhdiste	ko̞mple̞ks̠iyçdis̠t̪e̞ʔ
komponenttivideo	ko̞mpo̞ne̞n̪t̪ːiʋide̞o̞
komposiittivideo	ko̞mpo̞s̠iːt̪ːiʋide̞o̞
kompostimulta	ko̞mpo̞s̠t̪imult̪ɑ
komppeli	ko̞mpːe̞li
komppi	ko̞mpːi
kompressio	ko̞mpre̞s̠s̠io̞
komsio	ko̞ms̠io̞
komtuuri	ko̞mt̪uːri
komuutti	ko̞muːt̪ːi
kondensaatioreaktio	ko̞nde̞ns̠ɑːt̪io̞re̞ɑkt̪io̞
kondensaattori	ko̞nde̞nsɑːt̪ːo̞ri
kondori	ko̞ndo̞ːri
konduktiivisuus	ko̞ndukt̪iːʋis̠uːs̠
kone	ko̞ne̞ʔ
konealus	ko̞ne̞ʔɑlus̠
koneellisesti	ko̞ne̞ːlːis̠e̞s̠t̪iʔ
koneenasentaja	ko̞ne̞ːnɑs̠e̞nt̪ɑjɑ
koneenosa	ko̞ne̞ːno̞s̠ɑ
koneenpiirustus	ko̞ne̞ːnpiːrus̠t̪us̠
koneenrakennus	ko̞ne̞ːnrɑke̞nːus̠
koneet	ko̞ne̞ːt̪
konehalli	ko̞ne̞hhɑlːi
konehaudonta	ko̞ne̞hhɑu̯do̞n̪t̪ɑ
konehuolto	ko̞ne̞hhuo̞̯lt̪o̞
koneinsinööri	ko̞ne̞ʔins̠inø̞ːri
koneistaa	ko̞ne̞i̯s̠t̪ɑːʔ
koneistus	ko̞ne̞i̯s̠t̪us̠
konekanta	ko̞ne̞kkɑn̪t̪ɑ
konekieli	ko̞ne̞kkie̞̯li
konekirjoittaa	ko̞ne̞kkirjo̞i̯t̪ːɑːʔ
konekirjoituskopio	ko̞ne̞kirjo̞i̯t̪us̠ko̞pio̞
konekirjonta	ko̞ne̞kkirjo̞n̪t̪ɑ
konekivääri	ko̞ne̞kkiʋæːri
konekiväärituli	ko̞ne̞kkiʋæːrit̪uli
konekäsky	ko̞ne̞kkæs̠ky
konekäännös	ko̞ne̞kkæːnːø̞s̠
koneladonta	ko̞ne̞llɑdo̞n̪t̪ɑ
konelapio	ko̞ne̞llɑpio̞
konelatoja	ko̞ne̞llɑt̪o̞jɑ
koneluettava	ko̞ne̞lue̞t̪t̪ɑʋɑ
konelypsy	ko̞ne̞llyps̠y
konemainen	ko̞ne̞mɑi̯ne̞n
konemaisesti	ko̞ne̞mɑi̯s̠e̞s̠t̪iʔ
konemestari	ko̞ne̞mme̞s̠t̪ɑri
konemiehistö	ko̞ne̞mmie̞̯ɦis̠t̪ø̞
konemies	ko̞ne̞mmie̞̯s̠
konenaula	ko̞ne̞nnɑu̯lɑ
koneneulonta	ko̞ne̞nne̞u̯lo̞n̪t̪ɑ
koneoppi	ko̞ne̞ʔo̞pːi
koneosuuskunta	ko̞ne̞ʔo̞s̠uːs̠kun̪t̪ɑ
konepaperi	ko̞ne̞ppɑpe̞ri
konepesu	ko̞ne̞ppe̞s̠u
konepora	ko̞ne̞ppo̞rɑ
konepuuseppä	ko̞ne̞ppuːs̠e̞pːæ
konepäällikkö	ko̞ne̞ppæːlːikːø̞
konepäällystö	ko̞ne̞ppæːlːys̠t̪ø̞
konerasva	ko̞ne̞rrɑs̠ʋɑ
konerengas	ko̞ne̞rre̞ŋːɑs̠
konerikko	ko̞ne̞rrikːo̞
koneruuvi	ko̞ne̞rruːʋi
konesaha	ko̞ne̞s̠s̠ɑɦɑ
konesali	ko̞ne̞s̠s̠ɑli
